Satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Food and drink,Gate location,Inflight entertainment,Ease of Online booking,Baggage handling,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1045,3,0,1,0,1,5,1,0,0
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1614,3,3,3,3,5,5,4,0,2
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1383,3,0,1,0,4,5,4,16,38
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,98,2,2,2,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1773,3,0,1,0,1,1,1,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1564,5,5,5,5,5,5,5,6,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1625,5,5,5,4,5,5,3,0,0
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,203,5,5,5,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1273,3,0,1,0,3,5,3,0,4
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1285,3,5,3,5,5,5,3,38,37
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,1335,3,0,1,0,3,2,3,0,0
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2053,3,0,1,0,5,2,5,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1635,3,0,1,0,2,4,2,0,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1965,3,0,1,0,1,4,1,0,1
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1166,3,0,1,0,4,5,4,55,71
dissatisfied,Male,Loyal Customer,43,Personal Travel,Business,57,3,0,1,4,5,5,5,40,29
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,83,1,1,1,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1643,3,0,1,0,5,5,5,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1507,3,3,3,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,12,Personal Travel,Business,1622,3,0,1,0,3,4,3,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1608,3,0,1,0,2,4,2,16,18
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1240,5,5,5,5,5,5,3,49,34
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,1612,3,0,1,0,4,5,4,110,120
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1229,3,0,1,0,2,4,2,20,12
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,1742,3,0,2,0,3,4,3,0,0
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1109,3,0,2,0,3,5,3,0,0
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1528,3,0,2,0,4,4,4,3,6
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1465,1,1,1,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1576,3,0,2,0,3,5,3,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1802,3,0,2,0,2,4,2,0,0
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,245,1,1,1,5,5,4,5,33,24
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1441,3,0,2,0,3,4,3,0,0
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1982,1,4,1,4,5,5,4,0,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,254,4,4,4,5,5,4,5,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1948,3,0,2,0,4,5,4,14,14
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1339,2,2,2,5,5,5,5,0,2
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1538,2,2,2,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1824,3,0,2,0,3,4,3,0,0
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1353,3,0,2,0,4,4,4,86,62
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1250,3,0,2,0,3,5,3,0,1
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1201,3,0,2,0,5,5,5,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1750,3,0,2,0,3,4,3,0,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1888,3,0,2,2,4,2,2,140,141
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,1628,3,0,2,0,2,4,2,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1974,3,0,2,0,2,5,2,19,20
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1288,3,0,3,0,3,4,3,8,6
satisfied,Female,Loyal Customer,12,Personal Travel,Business,1652,5,4,4,1,5,5,3,38,20
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1943,4,4,4,5,5,5,5,11,4
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,289,4,4,4,5,5,5,5,49,45
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1698,3,0,3,0,4,4,4,0,0
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1291,,0,3,0,3,2,3,0,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,255,2,2,2,5,5,4,5,0,0
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1414,2,2,2,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1341,3,0,3,0,3,5,3,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1238,1,1,1,4,5,5,3,49,36
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2109,1,1,1,5,5,5,5,0,10
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,240,3,3,3,4,5,5,3,0,1
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,1233,3,0,3,0,4,3,4,30,35
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1668,3,0,3,0,4,5,4,0,0
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1561,3,3,3,5,5,4,5,2,23
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,2189,3,0,3,1,5,5,1,236,237
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1107,3,0,3,0,4,5,4,0,0
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1254,3,0,3,0,2,3,2,0,7
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1304,3,0,3,0,3,3,3,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,218,3,3,3,3,5,5,5,0,0
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,207,2,2,2,4,5,5,5,4,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1660,3,3,3,1,5,5,4,0,0
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,92,1,1,1,4,5,5,3,0,2
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,1130,3,0,3,0,1,5,1,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1100,1,1,1,5,5,5,3,3,8
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,1591,3,0,3,0,5,4,5,0,0
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1690,2,2,2,5,5,4,5,0,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1037,3,0,3,0,5,4,5,0,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1614,3,0,3,0,4,5,4,4,0
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1715,3,0,3,0,1,4,1,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,101,3,3,3,4,5,5,3,0,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1961,3,0,3,0,5,5,5,0,12
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1478,3,0,3,0,1,3,1,31,28
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,1232,3,0,3,0,4,4,4,0,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,1773,3,0,3,0,2,4,2,5,2
dissatisfied,Male,Loyal Customer,13,Personal Travel,Business,1559,3,0,4,0,3,4,3,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1762,3,0,4,0,2,3,2,0,0
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1422,2,2,2,4,5,5,4,4,13
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,1763,3,0,4,0,5,3,5,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1155,3,0,4,0,3,4,3,0,0
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,1872,5,5,5,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1362,3,0,4,0,5,4,5,27,27
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,1598,3,0,4,0,2,5,2,0,0
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1351,5,3,3,1,5,5,5,69,81
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1516,3,0,4,0,2,4,2,0,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,246,5,1,1,2,5,5,2,0,11
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1850,3,0,4,1,5,4,1,351,342
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1322,3,0,4,0,2,5,2,0,0
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1658,3,0,4,0,4,5,4,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1539,3,0,4,0,4,3,4,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1324,3,0,4,0,3,5,3,0,1
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,90,5,3,2,1,5,5,4,60,58
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1611,3,3,3,5,5,4,5,0,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,958,3,0,4,0,2,5,2,21,20
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1393,3,0,4,0,2,4,2,25,17
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,1909,3,0,4,0,3,4,3,0,0
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,79,4,4,4,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1844,3,0,4,4,4,5,4,489,491
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,56,3,3,3,5,5,2,5,0,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,127,1,1,1,2,5,5,4,25,19
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1182,1,1,1,5,5,5,3,47,36
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1355,1,1,1,5,5,4,5,0,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1475,3,0,4,0,4,1,4,0,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1566,3,0,4,0,1,4,1,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1654,2,1,2,5,5,5,5,104,105
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1419,2,2,2,5,5,5,1,0,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,266,4,4,4,5,5,5,5,0,0
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,265,4,4,4,5,5,4,5,7,7
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1307,1,1,1,5,5,5,5,10,36
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,254,4,4,4,5,5,5,3,16,11
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1231,3,0,5,0,3,4,3,0,0
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1463,3,0,5,0,3,4,3,41,35
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1917,5,4,5,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1333,3,0,5,0,3,4,3,64,62
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1684,3,0,5,0,4,5,4,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,386,2,2,2,4,5,5,5,25,10
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1412,3,1,1,1,4,5,4,2,2
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1444,3,3,3,5,5,5,5,8,2
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1458,2,2,2,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1995,3,1,2,1,2,1,2,0,0
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,558,2,2,2,5,5,5,5,12,7
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1877,4,4,4,4,5,5,4,27,65
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1822,3,1,3,1,4,2,4,0,16
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,458,1,4,1,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1201,3,1,4,1,3,3,3,0,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,2324,1,1,1,5,5,5,4,120,128
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1431,5,5,5,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1043,3,1,4,1,2,4,2,0,0
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1465,3,1,5,1,4,2,4,28,29
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1560,5,1,1,1,5,5,4,0,0
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,2196,5,3,4,5,5,5,1,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,399,3,3,3,4,5,5,3,0,0
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,3992,3,2,1,5,3,4,5,132,167
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,1852,3,2,3,5,5,5,4,1,5
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2976,4,4,4,4,5,5,3,16,56
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,1621,1,1,1,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,2843,3,2,1,2,3,1,3,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Business,1399,2,2,2,4,5,5,3,24,21
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,2536,2,2,2,5,5,5,5,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,2820,2,2,2,4,5,5,3,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Business,2331,3,2,1,2,1,4,1,3,1
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,1028,3,3,3,5,5,5,3,70,62
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,1040,4,4,4,4,5,5,3,97,111
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,2059,3,3,3,5,5,4,5,8,2
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1830,3,2,1,2,1,5,1,21,37
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,2125,3,2,1,2,3,4,3,11,16
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2334,3,3,3,5,5,5,4,44,28
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1924,3,2,1,2,1,4,1,51,57
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,2063,3,2,1,2,5,5,5,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Business,1628,1,5,1,4,5,5,3,6,10
dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,1811,3,2,1,2,2,4,2,78,65
dissatisfied,Male,Loyal Customer,70,Personal Travel,Business,603,3,2,1,5,4,4,5,5,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1651,3,2,1,2,5,5,5,9,14
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2398,3,3,3,5,5,5,3,7,19
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,480,3,3,3,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,1360,3,2,1,2,1,4,1,0,0
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,466,2,2,2,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,1242,3,2,1,2,1,2,1,0,0
dissatisfied,Male,Loyal Customer,38,Personal Travel,Business,441,3,2,1,5,5,4,4,1,13
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1332,1,1,1,5,5,5,5,20,17
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1265,3,2,1,2,4,5,4,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,2466,2,2,2,5,5,5,3,2,5
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,3858,4,4,4,5,5,4,5,42,75
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,1951,1,1,1,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2517,3,2,2,2,4,5,4,0,4
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,1399,4,4,4,4,5,5,5,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,1083,3,3,3,5,5,5,5,36,19
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,2605,3,2,2,2,4,2,4,0,0
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2141,3,2,2,2,3,4,3,0,0
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2527,3,2,2,2,2,5,2,22,9
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,2070,1,1,1,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1988,3,2,2,2,4,5,4,30,13
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,2253,3,2,2,2,5,1,5,0,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,2287,3,2,2,2,4,4,4,0,0
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,2185,5,5,5,4,5,5,5,0,8
dissatisfied,Male,Loyal Customer,22,Personal Travel,Business,2377,3,2,2,2,2,5,2,13,69
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1391,3,2,2,2,3,4,3,0,0
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,788,2,2,2,2,5,5,2,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2656,3,2,2,1,4,5,1,181,158
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,1787,5,4,3,2,5,5,3,0,5
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,2319,5,4,4,2,5,5,5,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,2000,3,2,2,2,2,5,2,7,0
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,2109,3,2,2,2,3,2,3,0,0
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,2507,3,2,2,2,1,5,1,0,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,625,5,3,3,5,4,2,5,0,0
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,475,5,3,3,4,5,5,1,17,24
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,477,5,5,5,5,5,5,3,43,40
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1503,2,2,2,5,5,5,4,101,93
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1677,3,2,2,2,4,4,4,2,0
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1860,3,3,3,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1996,3,2,2,2,5,5,5,121,115
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,1500,3,2,2,2,4,4,4,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1780,4,4,4,4,5,5,5,1,0
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1805,3,2,2,2,2,4,2,0,0
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1303,2,5,2,5,5,5,4,0,0
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,2727,2,3,2,5,5,4,5,0,20
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,3787,3,2,3,2,5,4,5,0,0
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,3361,3,2,3,2,5,3,5,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,3469,5,5,5,5,5,4,5,25,11
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,3224,3,2,3,1,4,4,1,3,26
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,2062,1,2,1,4,5,5,4,44,12
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,3209,2,2,2,5,5,5,5,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,3081,3,3,3,4,5,5,3,4,3
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2846,3,2,3,2,2,3,2,3,9
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,2978,2,2,2,5,5,3,5,2,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,2945,3,2,3,2,3,3,3,95,107
dissatisfied,Male,Loyal Customer,53,Personal Travel,Business,1661,3,2,3,4,3,3,4,15,7
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2780,3,2,3,2,3,1,3,0,0
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2735,3,2,3,2,4,4,4,4,19
dissatisfied,Male,Loyal Customer,65,Personal Travel,Business,1407,3,2,3,1,1,1,2,41,27
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,2231,5,5,5,5,5,5,3,0,0
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,2934,3,1,3,5,5,1,5,2,3
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,2377,3,2,3,2,3,4,3,2,0
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,3077,3,2,3,2,2,3,2,0,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2330,3,2,3,2,3,3,3,0,13
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2721,3,2,3,2,1,3,1,0,0
satisfied,Female,Loyal Customer,25,Personal Travel,Business,1841,3,3,3,5,5,5,5,77,57
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2650,3,,3,2,4,4,4,2,0
dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,2901,3,2,3,2,4,4,4,37,25
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,1126,5,5,5,4,5,5,5,0,54
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2056,5,4,4,2,5,5,3,0,0
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,2576,3,2,3,2,4,4,4,0,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,1048,2,2,2,5,5,5,4,65,33
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,2038,3,2,3,,2,5,2,0,0
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2690,3,2,3,2,3,5,3,2,
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2679,3,2,3,2,3,4,3,130,125
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,2050,3,2,3,2,3,1,3,3,12
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2295,3,2,3,2,5,4,5,0,0
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,2315,5,5,5,4,5,5,3,1,0
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,2596,2,2,2,5,5,5,4,0,0
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,878,4,4,4,4,5,5,5,1,7
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,2432,3,2,3,2,5,4,5,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,872,5,,5,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,2016,3,2,3,2,1,4,1,0,5
dissatisfied,Female,Loyal Customer,25,Personal Travel,Eco,2548,3,2,3,4,5,5,2,160,150
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2068,5,5,5,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2397,3,2,3,2,5,4,5,52,62
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,762,1,1,1,5,5,5,5,0,10
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1820,1,1,1,4,5,5,4,0,4
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,2085,2,2,2,5,5,5,5,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,2019,1,1,1,4,5,5,2,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1668,3,3,3,5,5,4,5,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,2089,3,2,3,2,3,3,3,0,0
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,2187,3,2,3,2,2,4,2,20,28
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1857,3,2,3,2,4,4,4,0,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,634,3,2,3,5,5,4,5,41,96
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,660,2,4,2,5,5,4,5,15,4
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1776,3,2,3,2,1,3,1,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2068,5,2,5,4,5,5,3,0,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1920,3,2,3,2,3,4,3,0,0
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,1661,3,2,3,2,3,5,3,6,22
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,2501,3,2,3,2,5,4,5,0,0
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,575,4,4,4,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1568,3,2,3,2,5,3,5,2,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1973,5,5,5,4,5,5,5,0,1
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1573,3,2,3,2,4,4,4,0,0
dissatisfied,Female,Loyal Customer,52,Personal Travel,Eco,2403,3,2,3,1,3,3,1,176,177
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,2115,1,1,1,5,5,4,5,53,36
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1640,3,2,3,2,2,5,2,0,0
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,1996,3,2,3,2,4,4,4,0,0
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,1666,3,2,3,2,1,5,1,9,24
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1153,3,2,3,2,1,4,1,0,28
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,349,2,2,2,5,5,5,5,5,6
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,1087,3,2,3,2,5,5,5,4,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1780,3,2,3,1,4,4,4,136,131
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,3763,3,2,4,2,4,4,4,76,86
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,3693,3,2,4,5,2,3,5,0,0
